Rank	Score	Type	ID	Name	Description
1892	1.41	cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist
1893	1.41	cp	BRD-A45140972	meclocycline	Bacterial 30S ribosomal subunit inhibitor
1894	1.41	kd	CGS001-23512	SUZ12	Zinc fingers, C2H2-type
1895	1.41	cp	BRD-K85133207	HDAC1-selective	HDAC inhibitor
1896	1.41	cp	BRD-K91601245	mercaptopurine	Immunosuppressant
1897	1.4	kd	CGS001-1655	DDX5	DEAD-boxes
1898	1.39	oe	ccsbBroad304_01001	MEST	-
1899	1.39	oe	ccsbBroad304_06292	GNAI2	-
1900	1.39	kd	CGS001-129685	TAF8	-
1901	1.38	cp	BRD-K85119730	tolbutamide	ATP channel blocker
1902	1.37	cp	BRD-K27737647	H-89	PKA inhibitor
1903	1.37	cp	BRD-K98521173	desoxycortone	Mineralocorticoid receptor agonist
1904	1.37	cp	BRD-A33168282	sotalol	Adrenergic receptor antagonist
1905	1.37	cp	BRD-A85234536	N6-cyclopentyladenosine	Adenosine receptor agonist
1906	1.37	kd	CGS001-6576	SLC25A1	Mitochondrial di- and tri-carboxylic acid transporter subfamily
1907	1.37	kd	CGS001-898	CCNE1	-
1908	1.36	cp	BRD-K72034655	peucedanin	Apoptosis stimulant
1909	1.36	cp	BRD-K87696786	LY-456236	Glutamate receptor antagonist
1910	1.34	oe	ccsbBroad304_04775	NTAN1	-
1911	1.34	oe	ccsbBroad304_05796	AK1	Adenylate kinases
1912	1.34	cp	BRD-K62206109	VUF-5681	Histamine receptor antagonist
1913	1.34	cp	BRD-K28307902	flutamide	Androgen receptor antagonist
1914	1.34	cp	BRD-K55677650	CO-101244	Ionotropic glutamate receptor antagonist
1915	1.34	cp	BRD-A65145453	ATPA	Glutamate receptor agonist
1916	1.34	cp	BRD-K14888893	minoxidil	KATP activator
1917	1.34	cp	BRD-K35960502	niclosamide	DNA replication inhibitor
1918	1.33	cc		NFKB Activation GOF	-
1919	1.33	cp	BRD-A56359832	zileuton	Leukotriene inhibitor
1920	1.32	cc		Vesicular Transport LOF	-
1921	1.3	oe	ccsbBroad304_07071	TKT	-
1922	1.3	oe	ccsbBroad304_07337	TAF1B	-
1923	1.3	oe	ccsbBroad304_02633	LSM6	-
1924	1.3	cp	BRD-A59174698	ritodrine	Adrenergic receptor agonist
1925	1.3	cp	BRD-A57382968	piroxicam	Cyclooxygenase inhibitor
1926	1.3	cp	BRD-A92826379	lupanine	Sodium channel blocker
1927	1.3	oe	ccsbBroad304_05005	ZNF582	Zinc fingers, C2H2-type
1928	1.3	oe	ccsbBroad304_07045	TEAD4	-
1929	1.3	cp	BRD-K93034159	cladribine	Adenosine deaminase inhibitor
1930	1.3	cp	BRD-A37837077	cyclazosin	Adrenergic receptor antagonist
1931	1.29	cp	BRD-A36318220	necrostatin-1	RIPK inhibitor
1932	1.29	kd	CGS001-51564	HDAC7	Histone deacetylases
1933	1.29	kd	CGS001-9377	COX5A	Mitochondrial respiratory chain complex
1934	1.28	kd	CGS001-3418	IDH2	-
1935	1.27	cp	BRD-A94543220	bifonazole	Sterol demethylase inhibitor
1936	1.27	cp	BRD-K52620403	STO-609	Calmodulin antagonist
1937	1.27	cp	BRD-K02715688	hydrastine	Tyrosine hydroxylase inhibitor
1938	1.27	cp	BRD-K00317371	RITA	MDM inhibitor
1939	1.26	kd	CGS001-3093	UBE2K	Ubiquitin-conjugating enzymes E2
1940	1.26	kd	CGS001-93487	MAPK1IP1L	-
1941	1.26	kd	CGS001-10491	CRTAP	-
1942	1.25	cp	BRD-K26548821	quinpirole	Dopamine receptor agonist
1943	1.25	kd	CGS001-2050	EPHB4	Type XIII RTKs: Ephrin receptor family
1944	1.24	kd	CGS001-1759	DNM1	Pleckstrin homology (PH) domain containing
1945	1.24	kd	CGS001-1499	CTNNB1	Catenins
1946	1.24	kd	CGS001-2683	B4GALT1	Beta 4-glycosyltransferases
1947	1.23	cp	BRD-K05464208	JX-401	p38 MAPK inhibitor
1948	1.23	cp	BRD-K77947974	fluspirilene	Dopamine receptor antagonist
1949	1.23	cp	BRD-K13819402	desoxypeganine	Acetylcholinesterase inhibitor
1950	1.23	cp	BRD-A16311756	profenamine	Butyrylcholinesterase inhibitor
1951	1.22	cp	BRD-K09668667	benzo(a)pyrene	Carcinogen
1952	1.22	kd	CGS001-27430	MAT2B	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
1953	1.22	oe	ccsbBroad304_01218	PLK1	Polo-like kinase (PLK) family
1954	1.22	cp	BRD-K93461745	buspirone	Serotonin receptor agonist
1955	1.21	oe	ccsbBroad304_03772	CCNL1	-
1956	1.21	kd	CGS001-891	CCNB1	-
1957	1.2	oe	ccsbBroad304_05832	AIRE	Zinc fingers, PHD-type
1958	1.2	oe	ccsbBroad304_07561	YAF2	-
1959	1.2	oe	ccsbBroad304_08839	IFIH1	-
1960	1.2	oe	ccsbBroad304_00626	GDI1	-
1961	1.2	cp	BRD-A78877355	nefopam	Cyclooxygenase inhibitor
1962	1.2	cp	BRD-K23583188	lavendustin-a	EGFR inhibitor
1963	1.2	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
1964	1.2	cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist
1965	1.2	cp	BRD-A07824748	flavanone	11-beta-HSD1 inhibitor
1966	1.2	oe	ccsbBroad304_02306	PQBP1	-
1967	1.2	cp	BRD-A97701745	pindolol	Adrenergic receptor antagonist
1968	1.2	cp	BRD-A30435184	metergoline	Dopamine receptor agonist
1969	1.18	cc		Bile acid	-
1970	1.18	kd	CGS001-1209	CLPTM1	-
1971	1.17	kd	CGS001-3329	HSPD1	Heat Shock Proteins / Chaperonins
1972	1.16	cp	BRD-K45401373	betulinic-acid	Apoptosis stimulant
1973	1.16	cp	BRD-K81876028	CP-93129	Serotonin receptor agonist
1974	1.16	oe	ccsbBroad304_07131	VRK1	Vaccina related kinase (VRK) family
1975	1.16	cp	BRD-K55044200	amoxicillin	Penicillin binding protein inhibitor
1976	1.16	cp	BRD-A95869247	indapamide	Thiazide diuretic
1977	1.13	cp	BRD-K36324071	NF-449	Purinergic receptor antagonist
1978	1.13	cp	BRD-K93095519	SJ-172550	MDM inhibitor
1979	1.13	cp	BRD-K82255054	propofol	GABA receptor agonist
1980	1.13	cp	BRD-K17796732	JWH-015	Cannabinoid receptor agonist
1981	1.13	cp	BRD-K40782193	QX-222	Sodium channel blocker
1982	1.13	cp	BRD-K35498378	alrestatin	Aldose reductase inhibitor
1983	1.13	kd	CGS001-2160	F11	Chymotrypsin
1984	1.12	kd	CGS001-79885	HDAC11	Histone deacetylases
1985	1.11	kd	CGS001-81620	CDT1	-
1986	1.11	kd	CGS001-4323	MMP14	Matrix metallopeptidase
1987	1.11	kd	CGS001-1050	CEBPA	basic leucine zipper proteins
1988	1.1	cp	BRD-K01649396	indatraline	Norepinephrine transporter inhibitor
1989	1.09	cp	BRD-A44133049	azasetron	Serotonin receptor antagonist
1990	1.09	cp	BRD-K24526313	levcromakalim	Potassium channel activator
1991	1.09	cp	BRD-K96670504	lonidamine	Glucokinase inhibitor
1992	1.09	cp	BRD-K59256312	gabexate	Serine protease inhibitor
1993	1.09	cp	BRD-K02581333	protein-tyrosine-phosphatase-inhibitor-IV	Tyrosine phosphatase inhibitor
1994	1.09	cp	BRD-K64245000	GW-4064	FXR agonist
1995	1.08	kd	CGS001-6427	SRSF2	RNA binding motif (RRM) containing
1996	1.08	cp	BRD-A44090213	indoprofen	Cyclooxygenase inhibitor
1997	1.06	oe	ccsbBroad304_03878	SENP2	-
1998	1.06	cp	BRD-K69195780	NAN-190	Serotonin receptor agonist
1999	1.06	cp	BRD-K96527333	dehydroisoandosterone	GABA receptor modulator
2000	1.06	oe	ccsbBroad304_03951	NARFL	-
2001	1.06	oe	ccsbBroad304_06722	SERPINB6	Serine (or cysteine) peptidase inhibitors
2002	1.06	cp	BRD-K22662435	ganciclovir	DNA polymerase inhibitor
2003	1.06	cp	BRD-K86509404	iso-olomoucine	CDK inhibitor
2004	1.05	kd	CGS001-4602	MYB	-
2005	1.05	oe	ccsbBroad304_00225	CAT	-
2006	1.04	cp	BRD-K74141488	naftifine	Fungal squalene epoxidase inhibitor
2007	1.03	kd	CGS001-10651	MTX2	-
2008	1.03	kd	CGS001-2944	GSTM1	Glutathione S-transferases / Soluble
2009	1.02	oe	ccsbBroad304_00903	KCNQ1	Voltage-gated potassium channels
2010	1.02	cp	BRD-K60460488	nelfinavir	HIV protease inhibitor
2011	1.02	cp	BRD-K33226500	indinavir	HIV protease inhibitor
2012	1.02	cp	BRD-K78122587	NNC-55-0396	T-type calcium channel blocker
2013	1.02	oe	ccsbBroad304_00360	CREB1	basic leucine zipper proteins
2014	1.01	cp	BRD-A25775766	securinine	GABA receptor antagonist
2015	1	kd	CGS001-8572	PDLIM4	-
2016	0.99	cp	BRD-K16233984	eriochrome-black-t	Azo dye
2017	0.99	cp	BRD-A94756469	digoxin	ATPase inhibitor
2018	0.99	cp	BRD-K28183345	proguanil	Dihydrofolate reductase inhibitor
2019	0.99	cp	BRD-K63828191	raloxifene	Estrogen receptor antagonist
2020	0.99	cp	BRD-K28470988	L-690330	Inositol monophosphatase inhibitor
2021	0.99	cp	BRD-A65280694	molindone	Dopamine receptor antagonist
2022	0.97	kd	CGS001-8837	CFLAR	Endogenous ligands
2023	0.97	oe	ccsbBroad304_02157	MED21	-
2024	0.97	oe	ccsbBroad304_01979	AKR1C3	Prostaglandin synthases
2025	0.95	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
2026	0.95	cp	BRD-K05528470	L-745870	Dopamine receptor antagonist
2027	0.95	cp	BRD-A72596465	GW-6471	PPAR receptor antagonist
2028	0.95	cp	BRD-A50684349	fenoldopam	Dopamine receptor agonist
2029	0.95	cp	BRD-K62200014	anagrelide	Phosphodiesterase inhibitor
2030	0.95	cp	BRD-K50859149	sulfafurazole	Bacterial antifolate
2031	0.93	oe	ccsbBroad304_06381	HMGB1	High-mobility group / Canonical
2032	0.93	kd	CGS001-91975	ZNF300	Zinc fingers, C2H2-type
2033	0.92	cp	BRD-K54316499	tolterodine	Acetylcholine receptor antagonist
2034	0.92	cp	BRD-A88254928	salbutamol	Adrenergic receptor agonist
2035	0.92	cp	BRD-K43797669	genistein	Tyrosine kinase inhibitor
2036	0.92	cp	BRD-K50325075	UCL-2077	Slow after hyperpolarization channel blocker
2037	0.92	cp	BRD-A89337244	PD-102807	Acetylcholine receptor antagonist
2038	0.92	cp	BRD-K04146668	GW-441756	Growth factor receptor inhibitor
2039	0.92	cp	BRD-K26573499	DMAB-anabaseine	Adrenergic receptor agonist
2040	0.92	cp	BRD-A93477898	PETCM	Caspase activator
2041	0.92	cp	BRD-A65671304	candesartan	Angiotensin receptor antagonist
2042	0.92	kd	CGS001-9891	NUAK1	NuaK subfamily
2043	0.92	kd	CGS001-3611	ILK	Ankyrin repeat domain containing
2044	0.9	cp	BRD-K52989797	clomipramine	Serotonin transporter inhibitor (SERT)
2045	0.9	cp	BRD-K45542189	diethylcarbamazine	Lipoxygenase inhibitor
2046	0.88	cp	BRD-K64402243	ivachtin	Caspase inhibitor
2047	0.88	cp	BRD-A95445494	maackiain	Sodium/glucose cotransporter inhibitor
2048	0.85	cp	BRD-K73991644	isoquercetin	Aldose reductase inhibitor
2049	0.85	cp	BRD-K97118047	4,5,6,7-tetrabromobenzotriazole	Casein kinase inhibitor
2050	0.85	cp	BRD-K88625236	nonoxynol-9	Membrane integrity inhibitor
2051	0.85	cp	BRD-K57179821	crotamiton	Antipruritic
2052	0.85	cp	BRD-K56558538	ambroxol	Sodium channel blocker
2053	0.83	oe	ccsbBroad304_02919	KIAA1279	-
2054	0.82	kd	CGS001-5986	RFNG	Beta 3-glycosyltransferases
2055	0.81	cp	BRD-K28761384	zuclopenthixol	Dopamine receptor antagonist
2056	0.81	cp	BRD-A34751532	homosalate	HSP inducer
2057	0.81	cp	BRD-K18194590	mephentermine	Adrenergic receptor agonist
2058	0.81	cp	BRD-A25004090	erastin	Ion channel antagonist
2059	0.79	oe	ccsbBroad304_03332	SIRT6	Histone deacetylases (HDACs)
2060	0.79	kd	CGS001-6185	RPN2	-
2061	0.79	kd	CGS001-5590	PRKCZ	Iota subfamily
2062	0.79	kd	CGS001-5573	PRKAR1A	Protein kinase A
2063	0.78	cp	BRD-K74402642	NSC-632839	Ubiquitin specific protease inhibitor
2064	0.78	cp	BRD-K31238592	devazepide	CCK receptor antagonist
2065	0.78	cp	BRD-K51223576	AG-99	Tyrosine kinase inhibitor
2066	0.78	cp	BRD-K09778810	FGIN-1-27	Inositol monophosphatase inhibitor
2067	0.77	cc		X linked mental retardation group 1 LOF	-
2068	0.76	kd	CGS001-5567	PRKACB	Protein kinase A
2069	0.74	oe	ccsbBroad304_06685	PAH	Amino acid hydroxylases
2070	0.74	oe	ccsbBroad304_00655	GNB2	WD repeat domain containing
2071	0.74	oe	ccsbBroad304_01655	DYNLT3	Cytoplasmic dyneins
2072	0.74	cp	BRD-K40901640	cinanserin	Serotonin receptor antagonist
2073	0.74	cp	BRD-A19195498	trimipramine	Norepinephrine reuptake inhibitor
2074	0.71	kd	CGS001-57147	SCYL3	-
2075	0.7	cp	BRD-K06753942	nobiletin	MEK inhibitor
2076	0.69	oe	ccsbBroad304_02459	KAT5	Histone acetyltransferases (HATs)
2077	0.69	oe	ccsbBroad304_06144	EFNB3	Ephrins
2078	0.69	oe	ccsbBroad304_08137	HOOK2	-
2079	0.69	oe	ccsbBroad304_06348	HIST1H2BD	Histones / Replication-dependent
2080	0.69	oe	ccsbBroad304_02438	FAM3C	-
2081	0.68	kd	CGS001-57396	CLK4	CDC-like kinases
2082	0.67	cp	BRD-K02965346	SU-11274	Hepatocyte growth factor receptor inhibitor
2083	0.67	cp	BRD-K10961822	latanoprost	Prostanoid receptor agonist
2084	0.67	cp	BRD-A17453586	MDL-72832	Serotonin receptor agonist
2085	0.67	cp	BRD-K82036761	sertraline	Serotonin receptor antagonist
2086	0.67	cp	BRD-A29082194	gitoxigenin	ATPase inhibitor
2087	0.66	kd	CGS001-2078	ERG	ETS Transcription Factors
2088	0.65	oe	ccsbBroad304_03928	RRAGC	-
2089	0.65	oe	ccsbBroad304_03056	MCTS1	-
2090	0.63	cp	BRD-K96471533	nitazoxanide	Pyruvate ferredoxin oxidoreductase inhibitor
2091	0.63	cp	BRD-K28346421	rifapentine	RNA polymerase inhibitor
2092	0.63	cp	BRD-K91442916	CAM-9-026	Membrane metalloendopeptidase inhibitor
2093	0.63	cp	BRD-A71657825	2-(biphenyl-4-ylsulfonamido)pentanedioic-acid	Matrix metalloprotease inhibitor
2094	0.63	cp	BRD-A31801025	formestane	Aromatase inhibitor
2095	0.63	cp	BRD-K87048468	RS-102221	Serotonin receptor antagonist
2096	0.63	cp	BRD-K44899736	RO-16-6941	Monoamine oxidase inhibitor
2097	0.63	cp	BRD-K92984783	melperone	Serotonin receptor antagonist
2098	0.63	cp	BRD-A42553870	L-152804	Neuropeptide receptor antagonist
2099	0.63	cp	BRD-K14441456	tyrphostin-AG-556	EGFR inhibitor
2100	0.63	cp	BRD-K91904471	SD-169	p38 MAPK inhibitor
2101	0.63	kd	CGS001-1854	DUT	-
2102	0.63	cp	BRD-K35559145	levomepromazine	Dopamine receptor antagonist
2103	0.61	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
2104	0.6	cc		Ribonucleotide reductase inhibitor	-
2105	0.6	cp	BRD-K96144918	mead-acid	KPL-1 tumor suppressor
2106	0.6	cp	BRD-A31227688	kynuramine	Aryl hydrocarbon receptor activator
2107	0.6	cp	BRD-K63792901	arecaidine	Acetylcholine receptor agonist
2108	0.6	cp	BRD-A35912562	pregnenolone	Glutamate receptor modulator
2109	0.6	cp	BRD-K66019333	oxantel	Anthelmintic
2110	0.6	oe	ccsbBroad304_01239	POLR2E	RNA polymerase subunits
2111	0.6	cp	BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
2112	0.59	cp	BRD-K22227508	targinine	Nitric oxide synthase inhibitor
2113	0.58	kd	CGS001-1459	CSNK2A2	Casein kinase 2 (CK2) family
2114	0.58	kd	CGS001-55832	CAND1	-
2115	0.56	cp	BRD-K50324045	avrainvillamide-analog-6	nucleophosmin inhibitor
2116	0.56	oe	ccsbBroad304_01084	NEU1	-
2117	0.56	oe	ccsbBroad304_08365	CYCS	-
2118	0.56	cp	BRD-K88304388	dextrorphan	Glutamate receptor antagonist
2119	0.56	cp	BRD-K53523901	arctigenin	MEK inhibitor
2120	0.56	cp	BRD-K56429665	calcipotriol	Vitamin D receptor agonist
2121	0.56	oe	ccsbBroad304_00778	HOXC10	Homeoboxes / ANTP class : HOXL subclass
2122	0.56	oe	ccsbBroad304_07945	GCA	EF-hand domain containing
2123	0.55	cc		PI3K Signaling LOF	-
2124	0.53	cp	BRD-K29653726	topiramate	Carbonic anhydrase inhibitor
2125	0.53	cp	BRD-K78294846	osthol	Calcium channel blocker
2126	0.53	cp	BRD-A06784547	MRS-1334	Adenosine receptor antagonist
2127	0.53	cp	BRD-K70301876	escitalopram	Selective serotonin reuptake inhibitor (SSRI)
2128	0.53	kd	CGS001-10497	UNC13B	-
2129	0.53	cp	BRD-A92670106	tocainide	Sodium channel blocker
2130	0.53	cp	BRD-A58048407	nimodipine	Calcium channel blocker
2131	0.53	cp	BRD-A74980173	gatifloxacin	Bacterial DNA gyrase inhibitor
2132	0.53	cp	BRD-A51714012	venlafaxine	Adrenergic inhibitor
2133	0.51	oe	ccsbBroad304_07802	TWF2	Twinfilin subfamily
2134	0.51	oe	ccsbBroad304_02496	MTX2	-
2135	0.51	oe	ccsbBroad304_05865	ATP1A3	ATPases / P-type
2136	0.5	cc		Protein phosphatase catalytic subunits LOF	-
2137	0.49	cp	BRD-K63195589	tipifarnib	Farnesyltransferase inhibitor
2138	0.49	cp	BRD-K45158365	valsartan	Angiotensin receptor antagonist
2139	0.49	cp	BRD-K43330982	JTE-013	Lysophospholipid receptor antagonist
2140	0.49	cp	BRD-K26429091	J-104129	Acetylcholine receptor antagonist
2141	0.49	cp	BRD-K09537769	NU-7026	DNA dependent protein kinase inhibitor
2142	0.49	cp	BRD-A65076780	dihydroergocristine	Adrenergic receptor antagonist
2143	0.49	cp	BRD-K35531059	molsidomine	Guanylyl cyclase activator
2144	0.49	cp	BRD-K92778217	mefenamic-acid	Cyclooxygenase inhibitor
2145	0.48	cc		Bacterial DNA gyrase inhibitor	-
2146	0.47	kd	CGS001-3551	IKBKB	IKK family
2147	0.46	oe	ccsbBroad304_02402	TMEM5	-
2148	0.46	cp	BRD-A70649075	sulconazole	Sterol demethylase inhibitor
2149	0.46	cp	BRD-A39415247	norethisterone	Progesterone receptor agonist
2150	0.46	cp	BRD-A08877921	cephalotaxine	Protein synthesis inhibitor
2151	0.46	cp	BRD-A91866971	SQ-29548	Thromboxane receptor antagonist
2152	0.46	cp	BRD-K29582677	flunarizine	Calcium channel blocker
2153	0.46	oe	ccsbBroad304_02761	SIRT3	Histone deacetylases (HDACs)
2154	0.45	cc		Aromatase inhibitor	-
2155	0.42	cc		NADH ubiquinone oxidoreductase supernumerary subunits LOF	-
2156	0.42	oe	ccsbBroad304_03933	CARD9	-
2157	0.42	cp	BRD-K44876623	zolpidem	Benzodiazepine receptor agonist
2158	0.42	cp	BRD-A81402010	KU-C103443N	CDC inhibitor
2159	0.42	cp	BRD-K45068323	W-13	Calmodulin antagonist
2160	0.42	cp	BRD-K34415467	trimethobenzamide	Histamine receptor antagonist
2161	0.42	cp	BRD-A44780397	mifepristone	Glucocorticoid receptor antagonist
2162	0.42	cp	BRD-A16332958	modafinil	Adrenergic receptor agonist
2163	0.42	cp	BRD-K82562631	tolmetin	Cyclooxygenase inhibitor
2164	0.42	cp	BRD-K77641333	naphazoline	Adrenergic receptor agonist
2165	0.4	cc		Akt Signaling GOF	-
2166	0.4	cp	BRD-K13800121	parecoxib	Cyclooxygenase inhibitor
2167	0.4	kd	CGS001-9898	UBAP2L	-
2168	0.39	cp	BRD-A24381660	zeranol	Estrogen receptor agonist
2169	0.39	cp	BRD-K25310650	ormetoprim	Bacterial antifolate
2170	0.39	cp	BRD-K70358946	aripiprazole	Serotonin receptor agonist
2171	0.39	cp	BRD-A30655177	LFM-A13	BTK inhibitor
2172	0.39	cp	BRD-K39339537	epirizole	Cyclooxygenase inhibitor
2173	0.39	cp	BRD-A31575449	CGP-20712	Adrenergic receptor antagonist
2174	0.39	cp	BRD-A71765365	mepireserpate	Catecholamine depleting sympatholytic
2175	0.39	cp	BRD-K19227686	phenolphthalein	Indicator dye
2176	0.39	kd	CGS001-1021	CDK6	Cyclin-dependent kinases, CDK4 subfamily
2177	0.39	cp	BRD-K53857191	risperidone	Dopamine receptor antagonist
2178	0.35	cp	BRD-K52172416	anastrozole	Aromatase inhibitor
2179	0.35	cp	BRD-K28143534	cyproheptadine	Histamine receptor antagonist
2180	0.35	cp	BRD-A31007383	SDZ-WAG-994	Adenosine receptor agonist
2181	0.35	cp	BRD-K04414442	SB-222200	Tachykinin antagonist
2182	0.35	cp	BRD-K15409150	penfluridol	T-type calcium channel blocker
2183	0.35	cp	BRD-K90524085	MY-5445	Phosphodiesterase inhibitor
2184	0.35	cp	BRD-K31611373	fluprostenol	Prostanoid receptor agonist
2185	0.35	cp	BRD-A63043573	cabergoline	Dopamine receptor agonist
2186	0.35	cp	BRD-K46384212	o-3M3FBS	phospholipase activator
2187	0.35	cp	BRD-A39255369	DCPIB	Chloride channel blocker
2188	0.34	cc		HIV protease inhibitor	-
2189	0.34	cp	BRD-K61250553	loperamide	Opioid receptor agonist
2190	0.32	cc		Retinoid receptor agonist	-
2191	0.32	oe	ccsbBroad304_01002	METTL1	-
2192	0.32	oe	ccsbBroad304_00032	ADSL	-
2193	0.32	cp	BRD-K39391626	ethylestrenol	Progesterone receptor agonist
2194	0.32	cp	BRD-K66896231	BRD-K66896231	Acetylcholinesterase inhibitor
2195	0.32	cp	BRD-A81177136	KN-62	Calcium-calmodulin dependent protein kinase inhibitor
2196	0.32	cp	BRD-K34170797	fexaramine	FXR agonist
2197	0.32	cp	BRD-K57304726	PRE-084	Sigma receptor agonist
2198	0.32	cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker
2199	0.32	cp	BRD-K60274257	dephostatin	Tyrosine phosphatase inhibitor
2200	0.32	cp	BRD-K50214219	CS-1657	PARP inhibitor
2201	0.32	cp	BRD-K79145749	dibenzepin	Norepinephrine reuptake inhibitor
2202	0.32	cp	BRD-K95237249	probenecid	Uricosuric blocker
2203	0.31	cc		Integrin subunits alpha LOF	-
2204	0.28	oe	ccsbBroad304_03544	FAIM	-
2205	0.28	cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist
2206	0.28	cp	BRD-K09635314	M-3M3FBS	phospholipase activator
2207	0.28	cp	BRD-K40902647	vincamine	Adrenergic receptor antagonist
2208	0.28	cp	BRD-A09828896	SKF-81297	Dopamine receptor agonist
2209	0.28	cp	BRD-K61323504	SB-225002	CC chemokine receptor antagonist
2210	0.28	cp	BRD-K75615183	talipexole	Adrenergic receptor agonist
2211	0.28	cp	BRD-K78599730	manumycin-a	Farnesyltransferase inhibitor
2212	0.28	cp	BRD-K96799727	pifithrin-mu	HSP inhibitor
2213	0.28	cp	BRD-A41995253	brucine	Glycine receptor antagonist
2214	0.28	oe	ccsbBroad304_06350	HAL	-
2215	0.28	cp	BRD-A64092382	mexiletine	Sodium channel blocker
2216	0.28	cp	BRD-K05395900	nicotine	Acetylcholine receptor agonist
2217	0.27	cp	BRD-K50938287	sumatriptan	Serotonin receptor agonist
2218	0.26	cc		Phospholipases LOF	-
2219	0.25	cp	BRD-A06352418	terfenadine	Histamine receptor antagonist
2220	0.25	cp	BRD-K10974103	diloxanide	Protein synthesis inhibitor
2221	0.25	cp	BRD-K85090592	pilocarpine	Acetylcholine receptor agonist
2222	0.25	cp	BRD-K12219985	glipizide	Sulfonylurea
2223	0.25	cp	BRD-K00234327	RU-24969	Serotonin receptor agonist
2224	0.25	cp	BRD-K21548250	moracizine	Sodium channel blocker
2225	0.25	cp	BRD-K41731458	triclosan	Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor
2226	0.24	cc		CCK receptor antagonist	-
2227	0.23	cc		Cell Cycle Inhibition GOF	-
2228	0.23	oe	ccsbBroad304_03351	DHRS7	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 3
2229	0.23	oe	ccsbBroad304_02497	YKT6	-
2230	0.21	cp	BRD-K68867920	quetiapine	Dopamine receptor antagonist
2231	0.21	cp	BRD-K46317332	proadifen	Nitric oxide synthase inhibitor
2232	0.21	cp	BRD-A67799922	phenoxybenzamine	Adrenergic receptor antagonist
2233	0.21	cp	BRD-K97764662	PD-173074	FGFR inhibitor
2234	0.2	cc		Wnt family LOF	-
2235	0.18	cp	BRD-K44094599	tacrolimus	Calcineurin inhibitor
2236	0.18	cp	BRD-K06854232	AM-580	Retinoid receptor agonist
2237	0.18	cp	BRD-K00603606	ticlopidine	Purinergic receptor antagonist
2238	0.18	cp	BRD-K57222227	indometacin	Cyclooxygenase inhibitor
2239	0.18	cp	BRD-K17075857	chloroxine	Opioid receptor antagonist
2240	0.18	kd	CGS001-5603	MAPK13	MAPK:p38 subfamily
2241	0.18	cp	BRD-A81233518	glycopyrrolate	Acetylcholine receptor antagonist
2242	0.17	cc		Tricyclic antidepressant	-
2243	0.17	cc		Bacterial 30S ribosomal subunit inhibitor	-
2244	0.16	cc		Adenosine receptor agonist	-
2245	0.16	kd	CGS001-472	ATM	Other PIKK family kinases
2246	0.16	kd	CGS001-7490	WT1	Zinc fingers, C2H2-type
2247	0.15	cc		Sirtuins GOF	-
2248	0.15	cc		General transcription factors group 1 LOF	-
2249	0.14	cp	BRD-A34817987	itraconazole	Cytochrome P450 inhibitor
2250	0.14	cp	BRD-K81839095	estrone	Estrogen receptor agonist
2251	0.14	cp	BRD-K53220666	trimetozine	Sedative
2252	0.14	cp	BRD-K82846253	repaglinide	Insulin secretagogue
2253	0.14	cp	BRD-A04756508	norgestimate	Progesterone receptor agonist
2254	0.14	cp	BRD-A64977602	mirtazapine	Adrenergic receptor antagonist
2255	0.14	cp	BRD-K39915878	loxapine	Dopamine receptor antagonist
2256	0.14	cp	BRD-K77695569	tiabendazole	Angiogenesis inhibitor
2257	0.13	oe	ccsbBroad304_02332	MBNL2	Zinc fingers, CCCH-type domain containing
2258	0.11	cc		Lipocalins GOF	-
2259	0.11	cc		Cyclin dependent kinases LOF	-
2260	0.11	cp	BRD-K88429204	pyrimethamine	Dihydrofolate reductase inhibitor
2261	0.11	cp	BRD-K06980535	promazine	Dopamine receptor antagonist
2262	0.11	cp	BRD-A28746609	paclitaxel	Tubulin inhibitor
2263	0.11	cp	BRD-K33308633	INCA-6	Calcineurin inhibitor
2264	0.11	cp	BRD-K33818169	GW-3965	LXR agonist
2265	0.11	cp	BRD-A47494775	dipivefrine	Adrenergic receptor agonist
2266	0.1	cp	BRD-K82135108	elesclomol	Oxidative stress inducer
2267	0.09	cc		FGFR inhibitor	-
2268	0.09	oe	ccsbBroad304_05972	CDC25C	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
2269	0.08	cc		DNA Replication LOF	-
2270	0.08	cc		Calcium channel blocker	-
2271	0.08	cp	BRD-K79131256	albendazole	Anthelmintic
2272	0.07	cc		Kruppel like transcription factors LOF	-
2273	0.07	cp	BRD-K32744045	disulfiram	Aldehyde dehydrogenase inhibitor
2274	0.07	cp	BRD-A49172652	lansoprazole	ATPase inhibitor
2275	0.07	cp	BRD-K11717138	benzbromarone	Chloride channel blocker
